subclone_1,subclone_2,subclone_3,subclone_4,total_tumor,days
30615.729242529025,4351.328659109047,0.01792909598712191,0.15115977775570316,34967.226990511816,190
30841.445314522654,4256.758262877908,0.017273795766794307,0.146079072508121,35098.36693026884,191
31068.822437020805,4164.641824179379,0.016648982774399853,0.14120676256086692,35233.622116945524,192
31297.872713722372,4074.9219264847948,0.016053030181674092,0.13653308539728112,35372.94722632274,193
31528.608338386803,3987.541857300903,0.015484391922683692,0.13204870977720162,35516.2977287894,194
31761.04159483411,3902.4456081698654,0.014941602693826446,0.12774473573696418,35663.6298893424,195
31995.184856944878,3819.5778746692567,0.01442327795383128,0.12361269458940231,35814.90076758668,196
32231.050588660244,3738.884056412065,0.01392811392375825,0.11964454892384731,35970.06821773516,197
32468.65134398192,3660.3102570466926,0.013454887586998534,0.1158326926061282,36129.09088860881,198
32707.99976697217,3583.803284256955,0.013002456689274444,0.11216995077857185,36291.92822363659,199
32949.10859175384,3509.31064976208,0.01256975973863942,0.1086495798600028,36458.54046085552,200
33191.990644107376,3436.78061611458,0.012151126048015364,0.10526523291765111,36628.88867658092,201
33436.658850033644,3366.1626492515534,0.011718364276615807,0.10201070695474956,36802.93522835644,202
33683.12621564264,3297.4070219236155,0.011293558619753006,0.0988803034197911,36980.6434114283,203
33931.40584131809,3230.464925129899,0.010903363962550473,0.09586861066328592,37161.97753842261,204
34181.51092533054,3165.288541723926,0.010567632947790064,0.09297043566464676,37346.90300512308,205
34433.45476383736,3101.83104641361,0.010299415975911982,0.0901808040321888,37535.386290470975,206
34687.25075088274,3040.046605761253,0.010104961205014772,0.0874949600031297,37727.3949565652,207
34942.912378397676,2979.890378183548,0.009983714550855323,0.08490836644358961,37922.89764866222,208
35200.453236199995,2921.3185139515776,0.009928319686848873,0.08241670484859111,38121.864095176104,209
35459.88701199434,2864.288155190815,0.009924618044069,0.08001587534205928,38324.26510767854,210
